Date,Open,High,Low,Close,Adj Close,Volume
2014-02-01,52.099998,57.259998,49.000000,54.029999,49.875366,12910200
2014-03-01,53.299999,59.279999,53.000000,56.599998,52.422947,13680200
2014-04-01,56.720001,56.980000,49.299999,53.360001,49.422054,13957700
2014-05-01,53.349998,53.730000,48.169998,50.680000,46.939838,12217300
2014-06-01,50.700001,51.590000,46.840000,49.209999,45.740307,18459600
2014-07-01,49.080002,49.759998,46.520000,48.470001,45.052479,15911400
2014-08-01,48.470001,54.160000,47.020000,53.029999,49.290966,14126800
2014-09-01,53.169998,56.360001,52.509998,53.529999,49.950359,11608800
2014-10-01,53.610001,59.099998,52.900002,58.939999,54.998573,15297500
2014-11-01,59.250000,63.270000,58.689999,59.910000,55.903717,11879400
2014-12-01,59.820000,65.389999,59.240002,63.419998,59.389023,12510700
2015-01-01,63.880001,68.000000,62.810001,64.470001,60.372288,11957100
2015-02-01,64.449997,65.860001,59.380001,60.029999,56.214489,14214200
2015-03-01,59.849998,61.160000,56.570000,57.410000,53.941708,17341000
2015-04-01,57.110001,58.810001,55.259998,56.270000,52.870590,14601900
2015-05-01,56.790001,59.610001,55.040001,58.520000,54.984661,12719500
2015-06-01,58.730000,59.639999,56.419998,57.220001,53.955868,11641600
2015-07-01,57.410000,62.750000,57.410000,61.980000,58.444317,12116300
2015-08-01,61.919998,64.599998,58.250000,63.259998,59.651302,11949900
2015-09-01,62.650002,67.220001,62.259998,67.080002,63.253376,11449200
2015-10-01,67.330002,69.430000,64.129997,67.040001,63.448872,15701800
2015-11-01,67.430000,72.529999,67.430000,72.209999,68.341927,10868100
2015-12-01,71.250000,71.250000,63.650002,64.900002,61.423496,15420900
2016-01-01,64.550003,66.860001,61.000000,66.620003,63.257915,15579400
2016-02-01,66.290001,66.620003,58.430000,62.500000,59.345829,13303700
2016-03-01,62.709999,67.410004,62.029999,65.330002,62.033024,10096000
2016-04-01,65.099998,66.949997,61.220001,61.959999,59.047600,9206000
2016-05-01,61.580002,64.900002,61.430000,63.650002,60.658165,8184600
2016-06-01,63.080002,66.620003,62.189999,66.620003,63.488564,11534900
2016-07-01,66.769997,69.480003,65.629997,68.800003,65.803871,7191400
2016-08-01,68.800003,69.440002,66.430000,68.690002,65.698669,7977000
2016-09-01,68.739998,71.050003,64.620003,64.849998,62.251167,17632400
2016-10-01,64.910004,68.430000,61.580002,63.209999,60.676903,19339200
2016-11-01,63.009998,69.449997,62.580002,68.900002,66.138885,20461100
2016-12-01,69.220001,77.290001,68.410004,73.889999,71.187592,16597800
2017-01-01,73.680000,79.760002,72.540001,79.620003,76.708015,13205100
2017-02-01,79.760002,81.360001,76.750000,78.050003,75.195442,36755000
2017-03-01,78.669998,81.320000,77.680000,81.070000,78.104988,28467600
2017-04-01,81.029999,84.629997,80.000000,82.410004,79.651115,18745300
2017-05-01,82.620003,86.889999,82.099998,86.370003,83.478546,32255300
2017-06-01,86.779999,91.800003,86.099998,91.400002,88.595772,23228000
2017-07-01,91.830002,94.699997,91.120003,94.529999,91.629723,14761300
2017-08-01,94.809998,101.349998,92.199997,100.889999,97.794594,19723600
2017-09-01,100.610001,108.260002,100.519997,107.629997,104.609291,27616100
2017-10-01,107.919998,113.379997,107.480003,113.059998,109.886887,17366800
2017-11-01,113.690002,125.040001,109.839996,116.019997,112.763824,29370800
2017-12-01,124.419998,128.320007,121.269997,124.589996,121.364250,25379100
2018-01-01,124.879997,138.539993,120.349998,134.389999,130.910522,18836800
2018-02-01,134.169998,136.940002,96.809998,112.010002,109.109970,48600700
2018-03-01,111.629997,124.559998,110.699997,114.099998,111.145866,28404200
2018-04-01,114.080002,115.129997,104.330002,106.779999,104.266708,20562900
2018-05-01,106.389999,109.550003,97.230003,97.559998,95.263733,28671700
2018-06-01,98.849998,107.669998,97.550003,104.070000,101.898346,24453600
2018-07-01,103.379997,106.169998,94.000000,97.129997,95.103172,13545000
2018-08-01,97.070000,103.970001,91.099998,100.800003,98.696579,19887900
2018-09-01,100.660004,109.120003,95.570000,95.959999,94.247520,16520900
2018-10-01,95.500000,114.599998,93.760002,112.849998,110.836090,21477100
2018-11-01,113.669998,115.110001,104.540001,107.620003,105.699432,17033900
2018-12-01,107.720001,109.250000,87.870003,97.830002,96.365334,16879100
2019-01-01,95.940002,99.470001,89.540001,93.269997,91.873604,15615000
2019-02-01,92.900002,99.430000,92.150002,95.910004,94.474091,16571100
2019-03-01,96.150002,98.360001,89.529999,95.440002,94.321671,17955100
2019-04-01,95.449997,102.480003,94.029999,101.610001,100.419388,11390300
2019-05-01,101.230003,109.669998,99.809998,108.540001,107.268188,16810800
2019-06-01,108.250000,112.910004,103.459999,103.629997,102.712540,14580100
2019-07-01,104.680000,115.919998,104.250000,109.309998,108.342262,11159900
2019-08-01,109.110001,122.879997,108.099998,119.160004,118.105057,14511300
2019-09-01,117.120003,120.349998,109.199997,114.910004,114.235504,14390700
2019-10-01,115.279999,118.449997,112.190002,115.150002,114.474091,12394100
2019-11-01,119.470001,124.879997,112.449997,118.900002,118.202087,15347000
2019-12-01,118.040001,121.849998,114.139999,120.000000,119.643654,12736400
2020-01-01,119.699997,124.190002,114.449997,123.220001,122.854095,13107000
