Date,Open,High,Low,Close,Adj Close,Volume
2014-02-01,53.439999,55.709999,52.270000,55.439999,47.592888,6311900
2014-03-01,54.869999,57.439999,54.349998,57.200001,49.103779,6244000
2014-04-01,57.580002,58.880001,56.930000,58.240002,49.996582,8557500
2014-05-01,58.189999,60.330002,58.090000,59.599998,51.164082,3168800
2014-06-01,59.740002,60.869999,59.369999,60.070000,51.567547,3807800
2014-07-01,60.549999,62.000000,60.310001,60.650002,52.686420,3777100
2014-08-01,60.720001,63.209999,60.599998,62.610001,54.389069,3761000
2014-09-01,62.709999,63.680000,59.320000,59.799999,51.948036,4534000
2014-10-01,59.660000,60.790001,57.689999,60.560001,52.608246,9789900
2014-11-01,60.520000,60.619999,58.860001,59.270000,51.487625,5313600
2014-12-01,58.730000,58.900002,54.130001,56.630001,49.194267,12096100
2015-01-01,56.619999,58.790001,54.959999,57.299999,50.530720,8098300
2015-02-01,57.849998,59.130001,57.480000,58.750000,51.809422,7013600
2015-03-01,58.700001,59.099998,56.299999,59.009998,52.038700,8071700
2015-04-01,59.590000,63.709999,59.369999,62.230000,54.878292,8193300
2015-05-01,62.459999,62.810001,60.029999,60.070000,52.973476,9161800
2015-06-01,60.119999,60.119999,56.970001,57.680000,50.865826,9040500
2015-07-01,57.950001,58.209999,54.459999,55.490002,49.435947,12195300
2015-08-01,55.119999,55.619999,45.270000,51.290001,45.694176,16056800
2015-09-01,50.380001,52.439999,48.119999,49.820000,44.384544,12807500
2015-10-01,50.110001,54.160000,49.529999,52.340000,46.629616,12932600
2015-11-01,52.599998,53.619999,50.020000,50.299999,44.812187,11033600
2015-12-01,50.459999,50.730000,47.230000,48.660000,43.351112,20401200
2016-01-01,47.529999,47.790001,43.439999,47.000000,42.429657,18045900
2016-02-01,46.689999,48.009998,45.320000,47.029999,42.456741,13067000
2016-03-01,47.730000,51.689999,47.689999,51.369999,46.374718,18674800
2016-04-01,50.689999,52.660000,49.630001,51.459999,46.455963,15432400
2016-05-01,51.430000,51.610001,48.810001,50.169998,45.291405,15636600
2016-06-01,50.029999,52.380001,48.630001,51.590000,46.573326,18339800
2016-07-01,51.830002,53.139999,50.360001,53.090000,48.533417,15732500
2016-08-01,53.220001,54.840000,52.560001,53.270000,48.697968,19535700
2016-09-01,53.310001,54.860001,52.110001,54.060001,49.420166,18932400
2016-10-01,54.060001,54.320000,52.380001,52.830002,48.295734,14048400
2016-11-01,53.080002,53.490002,49.090000,50.220001,45.909744,21038700
2016-12-01,50.029999,51.020000,47.799999,50.639999,46.293697,22242400
2017-01-01,49.110001,51.209999,48.939999,50.730000,47.067871,14274600
2017-02-01,50.810001,52.520000,50.549999,51.709999,47.977123,13332200
2017-03-01,51.959999,54.200001,51.259998,53.500000,49.637905,14045400
2017-04-01,53.720001,54.570000,53.040001,54.270000,50.352322,7647400
2017-05-01,54.400002,55.759998,54.060001,55.299999,51.307964,8281100
2017-06-01,55.500000,56.240002,54.869999,55.400002,51.400745,9573000
2017-07-01,55.630001,57.680000,54.849998,57.099998,53.386555,6321800
2017-08-01,57.330002,58.250000,56.369999,58.139999,54.358921,6453100
2017-09-01,58.349998,59.060001,57.549999,58.099998,54.321518,9549700
2017-10-01,58.020000,59.880001,58.000000,59.189999,55.340633,8190400
2017-11-01,59.540001,60.520000,58.720001,59.200001,55.349983,7779600
2017-12-01,59.139999,61.080002,58.599998,60.759998,56.808533,6774700
2018-01-01,61.419998,65.550003,61.259998,64.470001,61.283325,8750200
2018-02-01,64.010002,64.290001,58.919998,61.209999,58.184456,14083000
2018-03-01,61.689999,63.189999,60.500000,62.340000,59.258606,7403600
2018-04-01,62.200001,63.110001,60.680000,61.139999,58.117920,11676200
2018-05-01,60.840000,61.779999,59.919998,60.889999,57.880280,6928100
2018-06-01,61.230000,62.020000,56.740002,57.840000,54.981037,4966600
2018-07-01,57.270000,59.959999,57.040001,59.880001,57.411201,6232400
2018-08-01,59.639999,59.990002,56.750000,59.169998,56.730469,10691400
2018-09-01,58.549999,59.470001,57.029999,59.299999,56.855114,13139200
2018-10-01,59.490002,59.490002,53.099998,54.980000,52.713223,17976900
2018-11-01,55.340000,57.770000,54.919998,57.360001,54.995098,12039600
2018-12-01,58.130001,58.299999,54.790001,55.869999,53.566528,23011200
2019-01-01,55.360001,59.430000,54.980000,59.380001,57.816887,16364900
2019-02-01,59.330002,59.919998,58.110001,58.750000,57.203468,16516500
2019-03-01,59.110001,60.250000,57.709999,59.270000,57.709782,19027600
2019-04-01,59.560001,60.270000,59.180000,59.919998,58.342667,17995800
2019-05-01,60.060001,60.290001,55.759998,57.099998,55.596901,19129200
2019-06-01,57.490002,59.209999,56.970001,58.860001,57.310574,9223200
2019-07-01,59.439999,59.439999,57.320000,57.810001,56.904034,20315600
2019-08-01,57.840000,58.130001,55.090000,56.790001,55.900017,15470300
2019-09-01,56.270000,58.349998,56.099998,57.090000,56.195316,9077100
2019-10-01,56.919998,58.779999,56.220001,58.360001,57.445412,8181900
2019-11-01,58.799999,59.700001,57.009998,57.040001,56.146099,8197200
2019-12-01,57.020000,58.880001,56.599998,58.660000,57.740711,7973700
2020-01-01,58.860001,59.580002,55.279999,55.450001,55.450001,12298000
