Date,Open,High,Low,Close,Adj Close,Volume
2014-02-01,36.310001,37.889999,34.939999,37.759998,33.482925,13046700
2014-03-01,37.400002,39.000000,35.939999,37.139999,32.933151,13608800
2014-04-01,37.290001,38.340000,35.349998,38.340000,34.184761,11403100
2014-05-01,38.340000,41.430000,37.930000,41.020000,36.574322,11710700
2014-06-01,41.130001,42.320000,40.290001,41.639999,37.127117,11507700
2014-07-01,41.689999,42.299999,40.150002,40.369999,36.179119,10940500
2014-08-01,40.209999,42.560001,39.430000,42.540001,38.123848,14267000
2014-09-01,42.520000,43.400002,41.070000,41.630001,37.308311,10705100
2014-10-01,41.650002,44.130001,38.279999,43.930000,39.618423,12634900
2014-11-01,43.980000,45.959999,43.669998,45.290001,40.844959,9225600
2014-12-01,45.180000,46.779999,43.080002,46.180000,41.647610,10792200
2015-01-01,46.250000,48.990002,44.639999,47.990002,43.540680,12948600
2015-02-01,48.150002,53.970001,47.209999,53.230000,48.294861,16537600
2015-03-01,53.180000,55.119999,50.910000,55.009998,49.909832,12179900
2015-04-01,54.830002,55.779999,52.400002,53.919998,49.176712,10506300
2015-05-01,54.160000,54.930000,50.549999,54.180000,49.413849,15264300
2015-06-01,54.320000,54.730000,49.669998,50.009998,45.610680,12517300
2015-07-01,50.310001,54.680000,50.310001,54.270000,49.753517,13514900
2015-08-01,54.360001,59.509998,49.009998,52.790001,48.396694,14003800
2015-09-01,51.700001,56.259998,50.410000,55.349998,50.743645,17462400
2015-10-01,55.490002,60.110001,54.200001,59.580002,54.936256,12597600
2015-11-01,59.570000,59.750000,54.110001,54.980000,50.694790,17394900
2015-12-01,55.200001,55.380001,52.200001,53.730000,49.542210,16863700
2016-01-01,52.910000,54.000000,48.560001,53.560001,49.668900,14530500
2016-02-01,53.169998,57.060001,50.299999,56.130001,52.052197,16262800
2016-03-01,56.549999,59.650002,55.529999,59.310001,55.001179,10430900
2016-04-01,59.009998,61.060001,58.200001,59.840000,55.787842,12868900
2016-05-01,59.939999,66.050003,57.919998,64.190002,59.843285,32447100
2016-06-01,63.959999,65.199997,61.410000,65.199997,60.784878,17730900
2016-07-01,65.250000,68.440002,64.959999,67.680000,63.392807,10195300
2016-08-01,67.739998,70.150002,66.389999,69.300003,64.910202,16421800
2016-09-01,69.309998,71.739998,67.269997,67.790001,63.495831,13243300
2016-10-01,67.660004,68.239998,63.720001,64.660004,60.851185,10457900
2016-11-01,64.680000,66.989998,59.860001,64.739998,60.926468,14915600
2016-12-01,64.720001,67.080002,63.279999,66.300003,62.394581,9694900
2017-01-01,66.519997,67.889999,65.220001,66.529999,62.926804,7578800
2017-02-01,67.000000,70.610001,65.519997,69.330002,65.575157,11843400
2017-03-01,69.650002,70.809998,66.820000,67.949997,64.269905,9151800
2017-04-01,67.839996,70.489998,66.489998,69.940002,66.471779,7668400
2017-05-01,70.000000,76.029999,68.160004,75.889999,72.126740,12478500
2017-06-01,76.000000,78.000000,73.550003,75.559998,71.813110,10484100
2017-07-01,75.739998,76.870003,73.910004,75.860001,72.419014,7028700
2017-08-01,76.190002,78.239998,71.580002,78.129997,74.586044,11054700
2017-09-01,78.139999,82.019997,77.470001,80.820000,77.154015,8837900
2017-10-01,80.760002,86.220001,80.699997,85.919998,82.400772,7879500
2017-11-01,86.139999,91.750000,85.879997,88.660004,85.028549,19851000
2017-12-01,90.110001,92.440002,88.120003,90.580002,86.869911,9110300
2018-01-01,90.720001,97.540001,90.379997,96.410004,92.839806,8072400
2018-02-01,96.290001,102.199997,87.510002,100.379997,96.662796,14516500
2018-03-01,100.529999,110.050003,98.540001,109.690002,105.628044,20242200
2018-04-01,109.110001,112.589996,105.879997,107.209999,103.588768,14215200
2018-05-01,107.199997,118.360001,106.510002,115.449997,111.550453,18408800
2018-06-01,116.300003,119.989998,113.209999,115.099998,111.212257,48851000
2018-07-01,114.510002,120.650002,112.230003,112.980003,109.509224,14553400
2018-08-01,112.980003,135.649994,111.650002,135.139999,130.988464,20275900
2018-09-01,135.250000,138.240005,130.830002,131.949997,127.896454,14255400
2018-10-01,132.649994,133.699997,111.360001,116.940002,113.748154,20262900
2018-11-01,117.209999,119.889999,96.339996,105.870003,102.980301,31418500
2018-12-01,107.169998,107.279999,91.339996,96.250000,93.622871,22132100
2019-01-01,94.760002,102.160004,92.440002,100.830002,98.555916,14208400
2019-02-01,100.870003,104.349998,93.769997,101.250000,98.966446,21242400
2019-03-01,101.989998,104.769997,97.370003,103.690002,101.351418,19551900
2019-04-01,104.510002,118.650002,104.080002,118.129997,116.009468,20674900
2019-05-01,118.339996,125.769997,114.529999,124.870003,122.628471,20215500
2019-06-01,124.940002,133.449997,122.449997,127.680000,125.388039,15684100
2019-07-01,129.320007,136.990005,126.449997,127.120003,125.300369,12012600
2019-08-01,126.360001,131.660004,120.279999,129.440002,127.587151,16731600
2019-09-01,128.550003,132.110001,122.750000,124.430000,122.648865,9180500
2019-10-01,125.050003,126.709999,118.989998,125.220001,123.964592,13334700
2019-11-01,125.629997,126.769997,115.150002,123.709999,122.469727,11448000
2019-12-01,123.650002,124.949997,118.620003,123.540001,122.301430,11894600
2020-01-01,124.690002,134.300003,115.389999,119.150002,118.491241,12413300
